	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88
cg00017842	0.8004260863333332	0.7896251596666667	0.7740108969999999	0.7756523183333334	0.7815451922500001	0.8239941215	0.822388274	0.7186123069206163	0.93595048717489	0.681123648	0.8975465568393597	0.7534413074999999	0.8571343526216395	0.9114401230168327	0.8346281926213847	0.8325649691028996	0.8086188436530011	0.8331477715798965	0.7950424293292105	0.8111400724349284	0.7802837385064451	0.8139961312506335	0.7820729334526534	0.7993231454994686	0.7479067346012328	0.7643289203530016	0.7568753336456711	0.7322916406123782	0.7746654029265562	0.7445256415435563	0.7644140567059319	0.7306085907083616	0.7486859332799626	0.7206111604835199	0.725724118706226	0.7113904226009655	0.7186846997238459	0.7269367251383776	0.6946087802879023	0.7048402184936499	0.696583202215861	0.7060478486126499	0.7017549386931958	0.7030450238386602	0.7088324687258533	0.7041138114892419	0.6945931624431069	0.6978767196963614	0.6939731612027402	0.6835503859721658	0.6972850689813265	0.689225830651222	0.6915449750968637	0.6875778079391445	0.6887868128922303	0.6818933710481829	0.6827108071933011	0.6760103377707207	0.6772641849725715	0.6782428032073279	0.6804813329543459	0.6841306970247887	0.6827372807809046	0.6758842522595202	0.6766737907052992	0.6751703546008201	0.6739967183961301	0.6762217728267459	0.6816770808830194	0.6715619823817216	0.6799673531096333	0.6676840265378234	0.6814673815519346	0.668209024619061	0.6954583562801266	0.6675444923076923	0.6597379265673481	0.6928104272727272	0.6933905083333333	0.63343328	0.650219517918644	0.6960797999999999	0.6935669	0.7028121	0.6428227666666667	0.6835851333333333	0.5702152	0.7175266600000001
cg00194146	0.23722479800000004	0.23722479800000004	0.2448032125	0.21985056683333334	0.24183194824999998	0.1962508765	0.175310034	0.2251946364294875	0.126494233912401	0.19449031	0.07898183311453937	0.2007858505	0.12921740246697094	0.11238246525026256	0.12550495309887455	0.12523534962424873	0.14193394448744934	0.1344447169736124	0.1548484814038163	0.13334800182496795	0.15237257288341263	0.12927020793563532	0.13906364709667132	0.12205205781240597	0.15991918320311654	0.14728663795934346	0.1532431958356616	0.15633306873791716	0.1516467786559398	0.15530234966483183	0.14647419902230813	0.1558749688931539	0.14873198336071558	0.16839591286313094	0.16166461003698046	0.16386938016858027	0.1763368801845209	0.17047927932164417	0.18414883011577823	0.1766309966761491	0.1738749071279439	0.1797398631406752	0.18881936333679006	0.17480378560392648	0.18006961753291975	0.18140112103483547	0.18114922837845085	0.17845341919109495	0.18419344581598057	0.18015953924155195	0.174369085288307	0.17437692817079312	0.17339655158359507	0.17122478801680752	0.17425894347001744	0.17265459766392166	0.17515416869774017	0.17040286601722648	0.17045397905016213	0.17788191435796502	0.17306011452651557	0.17364407875887874	0.16785607011784004	0.1640945682802436	0.1783718629511731	0.16702708140900657	0.17518426411784316	0.16722379528061243	0.17661865867227602	0.1631704129662849	0.16548210030459923	0.1597784182208365	0.1571436139339353	0.16111905671899052	0.1501478381744177	0.1749986153846154	0.15944566136553304	0.16027683636363638	0.15868198333333333	0.15607288	0.1405964816912064	0.16057094	0.158681875	0.15003603333333335	0.17424933333333334	0.16901063333333333	0.2017408	0.1584585
cg00257455	0.152413832	0.11116681833333335	0.14243533549999998	0.132483369	0.12119199775	0.11843527749999999	0.098641256	0.10416951879809135	0.0483624446363052	0.137603357	0.09660569572883387	0.1321748915	0.03696777017699055	0.058675490749202905	0.05870190044049974	0.0628965915731473	0.05145510265823818	0.07266492619609523	0.07497127191105517	0.07212109521660841	0.06856990227897607	0.05683768322977232	0.06663390151184924	0.0956446650397698	0.0794944001871799	0.06870937299944481	0.07495907825286408	0.08130246077975169	0.0829079064330227	0.078010648954147	0.07326466820683473	0.08528382320169138	0.07638177576133925	0.09770613531912649	0.10005362429929372	0.09850417432600166	0.09218975873964162	0.09709460206379898	0.11072824989067113	0.10191707129077834	0.10298674986013058	0.1057401069278027	0.11522363712824304	0.11522363712824304	0.10885743527985935	0.10851826269587236	0.11021606154348279	0.11280155712562348	0.11115592980291383	0.11555988214206084	0.10734958003779452	0.10989695487048692	0.10687739552909348	0.11048115904174187	0.111817393296737	0.11242824130022262	0.10867539710297928	0.10945004556831503	0.10926132810013993	0.1097405002241809	0.11222941259584143	0.11401027678689589	0.11401027678689589	0.11174981379417073	0.12311965535541262	0.10945406014089859	0.1146401013260232	0.11016049208926941	0.1154308342542206	0.11879607331310037	0.10784524118524486	0.11660914541234985	0.11032818347156925	0.11778359797472121	0.11577281069818322	0.11437979538461537	0.1106301647000629	0.11533795181818181	0.12101959416666669	0.10853567	0.09954848693001536	0.11438105800000001	0.114503925	0.12476504	0.13239205	0.11617396666666668	0.12919394	0.125197796
cg00343092	0.23679629900000002	0.23679629900000002	0.2523956275	0.19697874549999997	0.19803119274999997	0.242155786	0.099695532	0.09567188655805986	0.0146233439089846	0.120487805	0.05787590188017444	0.10773918500000002	0.0264925005786323	0.05332797155519455	0.05494485551264592	0.06951381632159971	0.06162602688758098	0.08355359079529813	0.0730350760997632	0.0679816010186954	0.07362464815946422	0.07402192633229132	0.06386173080686836	0.0629562536631217	0.08726605540941601	0.07046396172665838	0.08179899304580096	0.08129699782823992	0.06891893375807664	0.07287141681763427	0.06489767678315793	0.07578460805929804	0.06623544696918408	0.08331973144411874	0.08695971443996454	0.08356810859172455	0.08356810859172455	0.07257047667308286	0.08579907849389501	0.06911513013229946	0.07090200968832124	0.08142146004634829	0.08190573342987015	0.08652217283765147	0.06906805962198938	0.07114304356327389	0.07658124789804058	0.08128276125892794	0.07461214615029436	0.07370312360717246	0.07135457098768948	0.06984865723127183	0.0735431187917305	0.07191252862856148	0.07156437053685888	0.0719857892126161	0.06486470925434405	0.06454104661096452	0.06526625951390537	0.07324724880492581	0.07439216103628371	0.07019274814101988	0.06495824063196526	0.06293286924152773	0.06265258450487828	0.06662102549154526	0.07121604983180115	0.0673713929253961	0.06481088884756789	0.06761419372380768	0.06237694401669927	0.061869959464085016	0.061182847250818635	0.06512164119208635	0.05236525157255392	0.056484117692307684	0.05685746298976914	0.06647299909090909	0.06253694583333333	0.082828082	0.055736869440046334	0.060649549999999997	0.0427486025	0.07909123	0.08081625666666666	0.05345537	0.12541655499999999	0.057336606
cg00347775	0.8096844036666667	0.8197268643333334	0.9020839705	0.8336747698333333	0.83849130575	0.7589934979999999	0.876506024	0.8486143551829792	0.916324048198361	0.758894708	0.9369483004940924	0.8251263289999999	0.853310610723248	0.8625645058497051	0.9222485543631013	0.8633360241020853	0.8936910336793065	0.9012023875129739	0.854051211775711	0.8863433201673558	0.8620020434877455	0.8765167836206953	0.8604484018107318	0.8563201859952392	0.8483119613451555	0.8628425641087445	0.8394488408531219	0.8422148283117743	0.8295844363354439	0.8356196466638952	0.8244720857330197	0.8376265541650169	0.8320774232780765	0.8128547277473656	0.8221302042162548	0.8076343833017997	0.8141776423751258	0.8258087752937768	0.7995643435893408	0.822012329597262	0.8036852470796823	0.8078514714047187	0.8073268426082717	0.8012116420433881	0.819123991129399	0.8097595615697882	0.8018039982132996	0.8122428683492806	0.8023541613559961	0.7979195776410083	0.8015761278720223	0.8025539830315987	0.7912834461004383	0.7912834461004383	0.7981441312216703	0.7935540524206056	0.792158170756082	0.7861202989194076	0.7837743875518222	0.7884780397168983	0.8045555449825403	0.7927611606210867	0.7923251662668338	0.8013400840540694	0.7814138041455604	0.7957093785157039	0.7806746015472202	0.7803288153494137	0.8038881436157023	0.7868091503737197	0.76151968959733	0.7880250045532304	0.7924989019298067	0.7523782554641125	0.7937126319824291	0.7914422999999999	0.7715171904338313	0.7760856454545454	0.7901822083333334	0.7794658799999999	0.8224148967278468	0.79166288	0.8040877500000001	0.7435976666666666	0.7767925999999999	0.8423298333333333	0.71073365	0.8254707400000001
cg00431549	0.36855075466666665	0.36855075466666665	0.467626581	0.2812733763333333	0.37579308775000003	0.28648815000000005	0.168414155	0.2915534684219805	0.389283682001883	0.357466063	0.3007382154500183	0.2626205315	0.3637185919012325	0.267508066947903	0.2885946602202358	0.22089081746703929	0.23214783323239052	0.27141295284436623	0.21992255119593054	0.2395835018357518	0.26532630118964046	0.23858887671435774	0.2613800038734857	0.25463034174051186	0.26268931393766365	0.28762010417492384	0.28773091021140984	0.24841776142604655	0.2584944318608426	0.2826354959729072	0.2666039796699273	0.27710967641898193	0.2618292889766197	0.23799875987600738	0.2333123469836053	0.255537344791196	0.21263164215230787	0.2215486005863471	0.23201895526754476	0.23201895526754476	0.2082219039012924	0.2549296749442436	0.25319096545126357	0.22279776026995332	0.22279776026995332	0.23878408979767954	0.24517254387414802	0.25350740082262607	0.2389349983355503	0.24233674973635314	0.22588381359756213	0.2374604368506996	0.25567534637533873	0.24560812528950815	0.24560812528950815	0.23630674898641757	0.2427026574797338	0.23208648485626043	0.23579682190274098	0.23579682190274098	0.2215535776218464	0.22290521662829538	0.20294786903263295	0.23493990202874768	0.20888358202676524	0.21520338065372102	0.21836036418531998	0.2099597807170528	0.21965368318919468	0.1880201724059327	0.1940923402583316	0.21372545578443364	0.2001672730730813	0.20669969890462955	0.17689070737598017	0.20624116923076924	0.1773097958663249	0.15846655454545455	0.16926024833333334	0.25059676	0.1588186438670366	0.14294982	0.21134665000000002	0.2001143	0.227217	0.14287407333333332	0.2272022	0.20022536
cg00454305	0.449349183	0.40649205833333335	0.466364074	0.458682926	0.46658496775	0.441824653	0.451308356	0.46143698441134073	0.443037040563143	0.432818249	0.45068189456920904	0.467649669	0.42481486205876395	0.4144185129711445	0.4545026087062672	0.4537832089129939	0.4242835620029951	0.40327712634621854	0.46009493066123835	0.4357000908276139	0.44320105580187286	0.4181353735769297	0.44448956233032816	0.4381921072916691	0.4616479456690303	0.4669898149835904	0.44621129632419926	0.46412369775481793	0.4514704885006287	0.4610718387157867	0.44758220805621396	0.4625477961109543	0.4722332139939498	0.48262286603012217	0.4943425685876732	0.485208838411187	0.505513897705553	0.5061636716907632	0.4868702241976109	0.48570424087294833	0.4976969985331846	0.5125461592184516	0.5026045707246909	0.504690369675509	0.5168068501815751	0.505155608495519	0.5156862550860493	0.5156504200489841	0.5081239727398487	0.5183651673689325	0.508682985831467	0.5113163773157485	0.5011926223317406	0.508174906688375	0.5083191287303207	0.513979481646261	0.515557211942936	0.5042795010390067	0.503589328264423	0.5093128948292954	0.514290239155069	0.5062639975199746	0.5163772100402164	0.5138591934594495	0.5151532570809952	0.5361953929672973	0.5202857860222172	0.49961147833410147	0.49635107956969987	0.531854985017974	0.5472586608672672	0.531327219270703	0.520698779714598	0.527944595257833	0.5012637763599004	0.5114057538461538	0.47573900842158423	0.5296853181818182	0.5296830166666666	0.48306076000000003	0.4878409008580385	0.49644637999999996	0.522216025	0.49856570000000006	0.4637325333333333	0.47619229999999996	0.56722525	0.48383318
cg00503840	0.14267305833333332	0.11575801566666666	0.142166116	0.11767704099999998	0.14582162450000002	0.126509702	0.144271756	0.17228585866707952	0.093093787107384	0.159057282	0.0662421856517655	0.127875918	0.1336543058540145	0.07295157765124767	0.1025310153885471	0.09633108232612916	0.0918770545351076	0.11373280423915509	0.11938742211515582	0.1093323003880891	0.11419668462095554	0.11101993322657751	0.11902361462835825	0.12449725748274741	0.14098840068996152	0.1344726252966476	0.14324257838674462	0.14073316745558162	0.13781834785646502	0.14151272915070057	0.1362573145164934	0.15718054523787467	0.1437977520344874	0.17100975622843564	0.17519998040179996	0.17025744328621634	0.1804193613072736	0.17934433389149074	0.19706658236037963	0.1860954910484268	0.19144702492914972	0.19497303057570714	0.20056549549118988	0.200039292960459	0.20515653985497656	0.2064689452993583	0.2126037644437589	0.20451599983929117	0.21219450084911684	0.2149452764433202	0.21744225734203046	0.21710994369418404	0.21541749585243855	0.21865276480996435	0.21936176865743653	0.2233650008342024	0.22029411144962205	0.21875815531998768	0.22495877596145974	0.23120820060378028	0.22785847840825457	0.23489566139429952	0.22578364121249564	0.2234451938483876	0.24084748874994077	0.24485162226458473	0.24756543059542913	0.23852825307503317	0.24193750012022278	0.238226135046584	0.24760275869975223	0.24425505424095448	0.2522675228273013	0.25146650398284565	0.2402630762138008	0.2535896538461539	0.24223061792467598	0.2566095909090909	0.24617329166666665	0.24589476000000002	0.23904890711846458	0.29669206000000004	0.26532815	0.27468125	0.28788023333333335	0.22056849999999997	0.30404905	0.27736532
cg00522231	0.9333006833333334	0.8636880926666667	0.9351114444999999	0.8580734708333334	0.8095196235	0.9032587535000001	0.926132884	0.8976959760120552	0.862681372294928	0.871446164	0.8593752930055104	0.8308134675000001	0.8607806236622345	0.8823120525140716	0.8694871101414945	0.8342908928883672	0.842978481505855	0.8545760747113456	0.7286922465831066	0.818914744873894	0.8416204113839826	0.7892033577748513	0.8417383150761755	0.8546109811745639	0.8487636857362169	0.8508778748377746	0.8397131320594529	0.8153272165233454	0.8116853181967658	0.8232834859208195	0.8428946949037519	0.782832878467787	0.8130002710713558	0.8344352823940515	0.8536257811655935	0.8217660205292839	0.822842246843744	0.7948768744394825	0.8201777860280731	0.8439930658822926	0.7964791017631234	0.8179425965479965	0.8250064002980131	0.8106834900056523	0.8165173369738804	0.8307733576796441	0.8177580928356005	0.8115552285914605	0.8198460597086112	0.8199554044173237	0.8195796066923112	0.8216449018425241	0.8216449018425241	0.8216449018425241	0.8144411527215001	0.8144411527215001	0.8207936353352513	0.8207936353352513	0.8457841620484575	0.826997236075193	0.838266720214506	0.8213175643198602	0.8262665164962523	0.8234011361212477	0.8196542137916913	0.8199904804644967	0.814215401694122	0.7886237965999195	0.8399492121157786	0.8201930066029697	0.821648998227695	0.8266551278122494	0.8238810912113841	0.8029639115947161	0.8354227192704168	0.8157495023076922	0.8059038489779403	0.7965880636363636	0.8423374166666667	0.89158542	0.9028109312907538	0.8406625400000001	0.7354258	0.810539	0.8066337	0.8612807333333333	0.8264395499999999	0.8412345200000001
cg00582628	0.7632643213333333	0.7398157583333332	0.7196065885	0.6906836946666667	0.69521597725	0.7138991815	0.702924871	0.6745087269976315	0.561412757	0.561412757	0.6971685993067577	0.6258699225	0.7591893775260989	0.6604743079013624	0.7185558792491877	0.6861943229290565	0.664756229469138	0.6700985262696885	0.6389456112379894	0.6520372484875044	0.6567522271943883	0.6524314328605254	0.6299880792599555	0.6591831462903947	0.629359601863492	0.6353771891471485	0.6019772883281974	0.6148169626806211	0.622156105642478	0.6156334432263367	0.6025800991927578	0.6054077378602014	0.6100389903687979	0.5699571289330845	0.5867734377468516	0.5690283101095827	0.5831091662943801	0.5853801665970497	0.5697769013782124	0.5672583326522002	0.5634639337577891	0.5638512715021577	0.569988987396517	0.5674966174009933	0.5662480489655617	0.5648739773374161	0.5534154407817461	0.5524509427701029	0.5605864029126542	0.5530287342712958	0.5560358538632765	0.5443431295326235	0.5451059955046489	0.5440955836485765	0.5367916562815175	0.5387081397523856	0.5450185754184207	0.5350080092411611	0.5356775276526584	0.5265375327232173	0.5324446725951096	0.5393282867631128	0.5220062697752935	0.5334473764583874	0.5262149342858905	0.5393317770635239	0.5194061090580993	0.518022531288752	0.508745292192942	0.5096569434895981	0.5070561549391447	0.5074507950650696	0.49858289818102974	0.4995072056340818	0.5334770759240941	0.5153321923076922	0.49505676375765506	0.5258158909090909	0.5035436083333334	0.4716819	0.4702932335953898	0.55231108	0.532338625	0.5110960833333333	0.5344964333333333	0.4807272	0.48012035	0.5069172
